,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,Cx_lon,Cy_lat
13065,48,205,950200,4,1500000US482059502004,482059502004,4,BG,1399805569,636922,-102.4178865,35.78295807
11250,48,207,950300,1,1500000US482079503001,482079503001,1,BG,955822492,18161452,-67.30748657,22.350249
4998,48,207,950300,2,1500000US482079503002,482079503002,2,BG,10873759,0,-99.72117719,33.14929426
2952,48,207,950300,3,1500000US482079503003,482079503003,3,BG,3018430,0,-99.74696563,33.16554771
1036,48,207,950300,4,1500000US482079503004,482079503004,4,BG,2016186,0,-99.7401241,33.15034901
11251,48,207,950400,1,1500000US482079504001,482079504001,1,BG,712372111,230480,-99.73463774,33.33000814
5352,48,207,950400,2,1500000US482079504002,482079504002,2,BG,655000837,73276,-99.88478974,33.10146317
7028,48,209,010100,1,1500000US482090101001,482090101001,1,BG,829195,0,-97.94175065,29.8827293
2526,48,209,010100,2,1500000US482090101002,482090101002,2,BG,767117,0,-97.95061728,29.87726423
10411,48,209,010200,1,1500000US482090102001,482090102001,1,BG,449616,0,-97.94531977,29.89378769
4139,48,209,010200,2,1500000US482090102002,482090102002,2,BG,964752,0,-97.94829409,29.88908291
8213,48,209,010200,3,1500000US482090102003,482090102003,3,BG,303305,0,-97.93836373,29.88854033
14153,48,209,010302,1,1500000US482090103021,482090103021,1,BG,6071412,118736,-97.91185825,29.86776984
4438,48,209,010302,2,1500000US482090103022,482090103022,2,BG,1578880,0,-97.9272867,29.87934924
8214,48,209,010303,1,1500000US482090103031,482090103031,1,BG,4337702,0,-97.89863986,29.88618817
13774,48,209,010303,2,1500000US482090103032,482090103032,2,BG,15215951,41023,-97.87914079,29.91556383
3162,48,209,010303,3,1500000US482090103033,482090103033,3,BG,1261763,22879,-97.90922272,29.89013006
2527,48,209,010304,1,1500000US482090103041,482090103041,1,BG,583540,0,-97.91944138,29.88828678
14927,48,209,010304,2,1500000US482090103042,482090103042,2,BG,820377,0,-97.92788362,29.88858375
6167,48,209,010304,3,1500000US482090103043,482090103043,3,BG,6797445,0,-97.89987788,29.92120936
8099,48,209,010304,4,1500000US482090103044,482090103044,4,BG,486460,0,-97.91899393,29.89494346
6470,48,209,010400,1,1500000US482090104001,482090104001,1,BG,4836172,266726,-97.92131421,29.85641247
10374,48,209,010400,2,1500000US482090104002,482090104002,2,BG,1704272,0,-97.94404837,29.85750171
12403,48,209,010400,3,1500000US482090104003,482090104003,3,BG,54689217,1130915,-97.9615161,29.81484696
10412,48,209,010500,1,1500000US482090105001,482090105001,1,BG,10653107,15186,-97.98164389,29.83897827
1599,48,209,010500,2,1500000US482090105002,482090105002,2,BG,2113263,0,-97.94298816,29.8704945
6619,48,209,010600,1,1500000US482090106001,482090106001,1,BG,845957,0,-97.95590123,29.88218957
14748,48,209,010600,2,1500000US482090106002,482090106002,2,BG,1167403,0,-97.96124055,29.88870297
10413,48,209,010600,3,1500000US482090106003,482090106003,3,BG,459840,0,-97.96276174,29.87854728
10409,48,209,010600,4,1500000US482090106004,482090106004,4,BG,62724359,48640,-98.05376905,29.90430865
8216,48,209,010600,5,1500000US482090106005,482090106005,5,BG,32116630,0,-98.01996343,29.85727403
8229,48,209,010600,6,1500000US482090106006,482090106006,6,BG,5813234,0,-97.9802793,29.86228526
13916,48,209,010701,1,1500000US482090107011,482090107011,1,BG,54117044,31350,-97.9914841,29.94004791
14766,48,209,010701,2,1500000US482090107012,482090107012,2,BG,1081294,68620,-97.93287539,29.8938488
10410,48,209,010701,3,1500000US482090107013,482090107013,3,BG,3127923,0,-97.94417429,29.90276742
13775,48,209,010701,4,1500000US482090107014,482090107014,4,BG,1138427,0,-97.95514336,29.89714851
5020,48,209,010702,1,1500000US482090107021,482090107021,1,BG,19427679,0,-97.91822569,29.93706465
8226,48,209,010702,2,1500000US482090107022,482090107022,2,BG,47994675,0,-97.95811336,29.97604947
8448,48,209,010803,1,1500000US482090108031,482090108031,1,BG,26059921,57986,-98.13983143,29.99683043
8223,48,209,010803,2,1500000US482090108032,482090108032,2,BG,160321607,95134,-98.20742906,30.0463577
5419,48,209,010803,3,1500000US482090108033,482090108033,3,BG,40622897,0,-98.1340084,29.96063002
13773,48,209,010804,1,1500000US482090108041,482090108041,1,BG,59721462,0,-98.05451771,29.96283423
10372,48,209,010804,2,1500000US482090108042,482090108042,2,BG,86626802,0,-98.05449977,30.06158797
12036,48,209,010804,3,1500000US482090108043,482090108043,3,BG,8074406,0,-98.11289075,30.0231451
8227,48,209,010804,4,1500000US482090108044,482090108044,4,BG,12964823,0,-98.15274264,30.03665097
12713,48,209,010805,1,1500000US482090108051,482090108051,1,BG,2516579,0,-97.98712555,30.19494406
10371,48,209,010805,2,1500000US482090108052,482090108052,2,BG,12226689,0,-97.95315362,30.18490175
7310,48,209,010805,3,1500000US482090108053,482090108053,3,BG,5266856,0,-97.99449266,30.15954941
14365,48,209,010805,4,1500000US482090108054,482090108054,4,BG,13114574,0,-97.97886883,30.1754587
12311,48,209,010806,1,1500000US482090108061,482090108061,1,BG,37617180,0,-98.0563819,30.13271542
12818,48,209,010806,2,1500000US482090108062,482090108062,2,BG,35099939,0,-98.04269453,30.17482582
13229,48,209,010807,1,1500000US482090108071,482090108071,1,BG,86267810,0,-98.12608738,30.13353891
12074,48,209,010807,2,1500000US482090108072,482090108072,2,BG,105929512,122152,-98.20094156,30.14925229
1593,48,209,010808,1,1500000US482090108081,482090108081,1,BG,85963842,368680,-98.13829246,30.29263091
11622,48,209,010808,2,1500000US482090108082,482090108082,2,BG,29275618,0,-98.09816626,30.23137937
8215,48,209,010808,3,1500000US482090108083,482090108083,3,BG,67988962,76087,-98.17728571,30.22994186
12411,48,209,010809,1,1500000US482090108091,482090108091,1,BG,39272449,0,-98.05142273,30.22465825
10370,48,209,010809,2,1500000US482090108092,482090108092,2,BG,17649463,0,-98.00438554,30.21991782
14121,48,209,010901,1,1500000US482090109011,482090109011,1,BG,51724602,0,-97.9413607,30.14052888
8236,48,209,010901,2,1500000US482090109012,482090109012,2,BG,6629083,0,-97.85304649,30.1134779
6741,48,209,010901,3,1500000US482090109013,482090109013,3,BG,23655564,0,-97.89690408,30.11551702
2525,48,209,010901,4,1500000US482090109014,482090109014,4,BG,2250027,0,-97.86939459,30.11130436
11484,48,209,010902,1,1500000US482090109021,482090109021,1,BG,90136989,28721,-97.95260878,30.08081343
10373,48,209,010902,2,1500000US482090109022,482090109022,2,BG,10150678,15898,-97.83367285,30.09302762
6382,48,209,010902,3,1500000US482090109023,482090109023,3,BG,18436901,19307,-97.85618362,30.04892212
12582,48,209,010902,4,1500000US482090109024,482090109024,4,BG,10711881,0,-97.86354454,30.07934378
8224,48,209,010902,5,1500000US482090109025,482090109025,5,BG,12146213,0,-97.89904042,30.03917601
14747,48,209,010905,1,1500000US482090109051,482090109051,1,BG,74685713,0,-97.95999892,30.01020396
4436,48,209,010905,2,1500000US482090109052,482090109052,2,BG,1706734,0,-97.89012431,29.99970611
14152,48,209,010905,3,1500000US482090109053,482090109053,3,BG,3356547,0,-97.88127418,29.98261152
8230,48,209,010906,1,1500000US482090109061,482090109061,1,BG,5227357,113979,-97.84961825,29.97309035
12783,48,209,010906,2,1500000US482090109062,482090109062,2,BG,22786604,33670,-97.85308005,29.94598343
11595,48,209,010906,3,1500000US482090109063,482090109063,3,BG,23343056,180591,-97.81212658,29.96751973
11502,48,209,010906,4,1500000US482090109064,482090109064,4,BG,8836729,322432,-97.84005247,29.98998735
11888,48,209,010907,1,1500000US482090109071,482090109071,1,BG,23623987,60351,-97.78404808,29.99732331
12075,48,209,010907,2,1500000US482090109072,482090109072,2,BG,23445231,0,-97.74734397,30.02412602
1592,48,209,010907,3,1500000US482090109073,482090109073,3,BG,10328727,758844,-97.82417726,30.02184814
6605,48,209,010907,4,1500000US482090109074,482090109074,4,BG,1796901,0,-97.81276177,30.005623
13230,48,209,010908,1,1500000US482090109081,482090109081,1,BG,24993572,832775,-97.78923116,30.05956967
8228,48,209,010908,2,1500000US482090109082,482090109082,2,BG,14038129,41533,-97.82131897,30.05003606
13094,48,209,010909,1,1500000US482090109091,482090109091,1,BG,380313,0,-97.8832546,30.01110362
12535,48,209,010909,2,1500000US482090109092,482090109092,2,BG,1002941,0,-97.88524126,30.01094166
11542,48,209,010909,3,1500000US482090109093,482090109093,3,BG,3509555,137049,-97.87750798,30.01919035
8225,48,209,010910,1,1500000US482090109101,482090109101,1,BG,983500,0,-97.85724263,29.99815417
8235,48,209,010910,2,1500000US482090109102,482090109102,2,BG,5282977,28517,-97.85927109,30.01236431
14862,48,209,010910,3,1500000US482090109103,482090109103,3,BG,2343498,0,-97.87728794,29.99902717
13228,48,209,010910,4,1500000US482090109104,482090109104,4,BG,1405332,0,-97.86624426,29.98969587
10085,48,211,950300,1,1500000US482119503001,482119503001,1,BG,2328253492,15095688,-67.78793308,24.16944578
10086,48,211,950300,2,1500000US482119503002,482119503002,2,BG,8403975,0,-100.3943358,35.9102975
5848,48,211,950300,3,1500000US482119503003,482119503003,3,BG,5726272,109897,-100.3689907,35.91943032
10089,48,211,950300,4,1500000US482119503004,482119503004,4,BG,4886281,0,-100.3724307,35.89969978
12122,48,213,950100,1,1500000US482139501001,482139501001,1,BG,44661065,681341,-95.48986907,32.32610623
11247,48,213,950100,2,1500000US482139501002,482139501002,2,BG,31546631,17175808,-95.50209155,32.26710165
13760,48,213,950100,3,1500000US482139501003,482139501003,3,BG,10662855,21196659,-95.49867031,32.20619164
11259,48,213,950200,1,1500000US482139502001,482139502001,1,BG,106519819,237375,-95.61977971,32.32725631
12026,48,213,950200,2,1500000US482139502002,482139502002,2,BG,47570971,705351,-95.57471321,32.27224454
9834,48,213,950200,3,1500000US482139502003,482139502003,3,BG,93735154,1861144,-95.64559232,32.25273897
6269,48,213,950300,1,1500000US482139503001,482139503001,1,BG,59966959,1062984,-95.7497582,32.26562366
14660,48,213,950300,2,1500000US482139503002,482139503002,2,BG,117593892,665126,-95.79395766,32.30795216
12336,48,213,950300,3,1500000US482139503003,482139503003,3,BG,67846826,1603983,-95.77317554,32.08461133
13759,48,213,950300,4,1500000US482139503004,482139503004,4,BG,47662466,441576,-95.78531743,32.14511558
14548,48,213,950300,5,1500000US482139503005,482139503005,5,BG,61258640,6300966,-95.76041752,32.20415905
5738,48,213,950400,1,1500000US482139504001,482139504001,1,BG,141872638,5648571,-95.87046339,32.11121
9855,48,213,950400,2,1500000US482139504002,482139504002,2,BG,158210522,1086176,-95.90181205,32.27549698
12196,48,213,950500,1,1500000US482139505001,482139505001,1,BG,65950500,156459,-95.97102895,32.30697335
13722,48,213,950500,2,1500000US482139505002,482139505002,2,BG,58125550,1125568,-96.04370248,32.32693684
13011,48,213,950601,1,1500000US482139506011,482139506011,1,BG,4043044,3579180,-96.13406325,32.30925054
4743,48,213,950601,2,1500000US482139506012,482139506012,2,BG,4909788,1895023,-96.11245618,32.32106739
9854,48,213,950602,1,1500000US482139506021,482139506021,1,BG,14405155,53578,-96.11917206,32.34428718
2298,48,213,950602,2,1500000US482139506022,482139506022,2,BG,1198983,0,-96.15776731,32.32479332
12511,48,213,950602,3,1500000US482139506023,482139506023,3,BG,2433659,5038944,-96.15718657,32.31727648
506,48,213,950602,4,1500000US482139506024,482139506024,4,BG,3433061,4099351,-96.15889986,32.34295094
4736,48,213,950700,1,1500000US482139507001,482139507001,1,BG,141011022,3256266,-96.29708307,32.31676446
5780,48,213,950700,2,1500000US482139507002,482139507002,2,BG,15133662,7023500,-96.20297383,32.33913818
6386,48,213,950800,1,1500000US482139508001,482139508001,1,BG,8163761,152602,-96.19594878,32.3012618
5785,48,213,950800,2,1500000US482139508002,482139508002,2,BG,60775438,170071,-96.17224615,32.22764821
12945,48,213,950800,3,1500000US482139508003,482139508003,3,BG,8878529,0,-96.18280822,32.27997399
9858,48,213,950800,4,1500000US482139508004,482139508004,4,BG,14535219,28655375,-96.12754292,32.23930691
6432,48,213,950901,1,1500000US482139509011,482139509011,1,BG,3392115,3239358,-96.12459922,32.28791868
11791,48,213,950901,2,1500000US482139509012,482139509012,2,BG,4279653,10577138,-96.10392437,32.2556486
14275,48,213,950901,3,1500000US482139509013,482139509013,3,BG,8644375,0,-96.09319424,32.27253057
9853,48,213,950901,4,1500000US482139509014,482139509014,4,BG,10415573,2727218,-96.09296624,32.29913541
11990,48,213,950902,1,1500000US482139509021,482139509021,1,BG,158717246,4569344,-96.05086871,32.09335261
9856,48,213,950902,2,1500000US482139509022,482139509022,2,BG,12634596,5413974,-96.05001724,32.18144461
11276,48,213,950903,1,1500000US482139509031,482139509031,1,BG,7398651,0,-96.06765971,32.25019506
11297,48,213,950903,2,1500000US482139509032,482139509032,2,BG,9940286,8975694,-96.07230724,32.2280057
9857,48,213,950903,3,1500000US482139509033,482139509033,3,BG,4522765,5854709,-96.04342863,32.21299818
4915,48,213,951000,1,1500000US482139510001,482139510001,1,BG,2310924,0,-96.00633355,32.1802172
11298,48,213,951000,2,1500000US482139510002,482139510002,2,BG,21700993,222694,-96.03526758,32.15072809
13905,48,213,951100,1,1500000US482139511001,482139511001,1,BG,133854071,1193629,-95.94735324,32.0938187
13721,48,213,951100,2,1500000US482139511002,482139511002,2,BG,62590612,8215447,-96.00626883,32.23681087
6448,48,213,951100,3,1500000US482139511003,482139511003,3,BG,4518835,3741,-96.02069317,32.22560838
3016,48,213,951200,1,1500000US482139512001,482139512001,1,BG,2569451,0,-95.86401554,32.21745686
3015,48,213,951200,2,1500000US482139512002,482139512002,2,BG,579971,0,-95.86111319,32.20890616
6769,48,213,951200,3,1500000US482139512003,482139512003,3,BG,10002454,6437,-95.88225237,32.2008049
12357,48,213,951200,4,1500000US482139512004,482139512004,4,BG,1368389,38476,-95.8609799,32.19571293
11244,48,213,951200,5,1500000US482139512005,482139512005,5,BG,1824548,26209,-95.8697047,32.18469462
11246,48,213,951300,1,1500000US482139513001,482139513001,1,BG,3763594,0,-95.83224103,32.20189022
15022,48,213,951300,2,1500000US482139513002,482139513002,2,BG,7565911,88246,-95.85681172,32.17405322
11245,48,213,951300,3,1500000US482139513003,482139513003,3,BG,4893578,0,-95.83651011,32.18717711
14773,48,213,951300,4,1500000US482139513004,482139513004,4,BG,8613384,0,-95.83795755,32.21879543
9669,48,213,951400,1,1500000US482139514001,482139514001,1,BG,62840279,4127952,-95.57166293,32.18429446
9833,48,213,951400,2,1500000US482139514002,482139514002,2,BG,7673751,5989631,-95.49921858,32.16544827
5004,48,213,951400,3,1500000US482139514003,482139514003,3,BG,260025375,4132385,-95.64795814,32.12490879
12556,48,213,951400,4,1500000US482139514004,482139514004,4,BG,54290582,13959551,-95.5063675,32.12140303
13520,48,215,020101,1,1500000US482150201011,482150201011,1,BG,1266425,0,-98.34581163,26.2077837
2854,48,215,020101,2,1500000US482150201012,482150201012,2,BG,1085699,0,-98.3396595,26.21127877
3477,48,215,020101,3,1500000US482150201013,482150201013,3,BG,1146402,29110,-98.33098641,26.20819855
15474,48,215,020102,1,1500000US482150201021,482150201021,1,BG,2345159,0,-98.35687591,26.20847251
9975,48,215,020102,2,1500000US482150201022,482150201022,2,BG,2423161,0,-98.36857417,26.21186656
6017,48,215,020102,3,1500000US482150201023,482150201023,3,BG,29373048,988830,-98.34834836,26.17008093
14644,48,215,020201,1,1500000US482150202011,482150202011,1,BG,5440336,0,-98.38404771,26.24394794
4722,48,215,020201,2,1500000US482150202012,482150202012,2,BG,1950629,0,-98.37905946,26.22810742
4008,48,215,020201,3,1500000US482150202013,482150202013,3,BG,1982501,0,-98.3930328,26.22971383
10916,48,215,020202,1,1500000US482150202021,482150202021,1,BG,3920481,0,-98.3579134,26.2400361
13992,48,215,020202,2,1500000US482150202022,482150202022,2,BG,1526144,0,-98.36601388,26.22616247
10950,48,215,020202,3,1500000US482150202023,482150202023,3,BG,1900720,0,-98.35389363,26.22580087
9777,48,215,020204,1,1500000US482150202041,482150202041,1,BG,1190580,0,-98.33681821,26.2288843
2238,48,215,020204,2,1500000US482150202042,482150202042,2,BG,1618741,0,-98.32779166,26.23654162
3982,48,215,020204,3,1500000US482150202043,482150202043,3,BG,2296100,0,-98.3385401,26.23980744
15386,48,215,020205,1,1500000US482150202051,482150202051,1,BG,1073368,0,-98.32898091,26.22062452
9773,48,215,020205,2,1500000US482150202052,482150202052,2,BG,1107229,0,-98.33701523,26.22157091
795,48,215,020205,3,1500000US482150202053,482150202053,3,BG,912906,0,-98.34557466,26.22176189
12550,48,215,020301,1,1500000US482150203011,482150203011,1,BG,2984055,0,-98.28615042,26.23359927
4370,48,215,020301,2,1500000US482150203012,482150203012,2,BG,2729108,0,-98.28528116,26.22158653
15407,48,215,020301,3,1500000US482150203013,482150203013,3,BG,1886083,0,-98.29320841,26.21665584
10948,48,215,020302,1,1500000US482150203021,482150203021,1,BG,887307,0,-98.3164493,26.21620806
9806,48,215,020302,2,1500000US482150203022,482150203022,2,BG,3570439,0,-98.30945898,26.23553402
11487,48,215,020302,3,1500000US482150203023,482150203023,3,BG,2058859,0,-98.30742691,26.2211932
2856,48,215,020302,4,1500000US482150203024,482150203024,4,BG,1333100,0,-98.32011247,26.22493125
3983,48,215,020402,1,1500000US482150204021,482150204021,1,BG,5612995,0,-98.31002848,26.19223651
6804,48,215,020402,2,1500000US482150204022,482150204022,2,BG,13440682,0,-98.31197858,26.17092845
4254,48,215,020403,1,1500000US482150204031,482150204031,1,BG,739611,0,-98.31461699,26.20911423
13649,48,215,020403,2,1500000US482150204032,482150204032,2,BG,619108,0,-98.32248508,26.21049949
12739,48,215,020403,3,1500000US482150204033,482150204033,3,BG,1077961,0,-98.32009145,26.20309856
13711,48,215,020404,1,1500000US482150204041,482150204041,1,BG,1303137,0,-98.29911065,26.20455006
3125,48,215,020404,2,1500000US482150204042,482150204042,2,BG,1269148,0,-98.30711654,26.20545706
2241,48,215,020404,3,1500000US482150204043,482150204043,3,BG,2672903,0,-98.28712218,26.20326837
2292,48,215,020501,1,1500000US482150205011,482150205011,1,BG,1246228,0,-98.25854465,26.20095519
2849,48,215,020501,2,1500000US482150205012,482150205012,2,BG,607468,0,-98.25100907,26.19615796
8048,48,215,020501,3,1500000US482150205013,482150205013,3,BG,2474604,0,-98.27082756,26.20223276
15661,48,215,020501,4,1500000US482150205014,482150205014,4,BG,695961,0,-98.24988209,26.2030583
13990,48,215,020503,1,1500000US482150205031,482150205031,1,BG,1204148,0,-98.26003712,26.16937868
9640,48,215,020503,2,1500000US482150205032,482150205032,2,BG,13225129,0,-98.27251143,26.15797668
9775,48,215,020503,3,1500000US482150205033,482150205033,3,BG,354282,0,-98.26441438,26.16459563
13709,48,215,020503,4,1500000US482150205034,482150205034,4,BG,3575828,0,-98.24722408,26.16055481
9642,48,215,020504,1,1500000US482150205041,482150205041,1,BG,2410004,190533,-98.2413999,26.1791805
9639,48,215,020504,2,1500000US482150205042,482150205042,2,BG,6831586,111751,-98.27124515,26.18397023
34,48,215,020504,3,1500000US482150205043,482150205043,3,BG,1065056,0,-98.25243629,26.18730572
5453,48,215,020504,4,1500000US482150205044,482150205044,4,BG,781752,0,-98.26040289,26.18979342
12285,48,215,020600,1,1500000US482150206001,482150206001,1,BG,456261,0,-98.24235105,26.20224847
15641,48,215,020600,2,1500000US482150206002,482150206002,2,BG,229966,0,-98.24364375,26.19769057
14457,48,215,020600,3,1500000US482150206003,482150206003,3,BG,290777,0,-98.24389393,26.19385157
3119,48,215,020701,1,1500000US482150207011,482150207011,1,BG,1326906,0,-98.24111061,26.25504663
3264,48,215,020701,2,1500000US482150207012,482150207012,2,BG,1292696,0,-98.24917453,26.25614353
319,48,215,020701,3,1500000US482150207013,482150207013,3,BG,2660858,0,-98.26134285,26.25782277
4191,48,215,020721,1,1500000US482150207211,482150207211,1,BG,4609935,0,-98.25743126,26.24313397
2859,48,215,020721,2,1500000US482150207212,482150207212,2,BG,673995,0,-98.24410379,26.23718194
4183,48,215,020723,1,1500000US482150207231,482150207231,1,BG,814750,0,-98.24050896,26.21269263
10942,48,215,020723,2,1500000US482150207232,482150207232,2,BG,600696,0,-98.24758288,26.21560524
2850,48,215,020723,3,1500000US482150207233,482150207233,3,BG,648066,0,-98.24768663,26.20937502
192,48,215,020724,1,1500000US482150207241,482150207241,1,BG,2292044,0,-98.26887635,26.21519179
3583,48,215,020724,2,1500000US482150207242,482150207242,2,BG,1019646,0,-98.25646462,26.21340589
12823,48,215,020725,1,1500000US482150207251,482150207251,1,BG,717909,0,-98.24574582,26.22977679
9644,48,215,020725,2,1500000US482150207252,482150207252,2,BG,880115,0,-98.24791307,26.22259938
3502,48,215,020726,1,1500000US482150207261,482150207261,1,BG,604259,0,-98.25363429,26.23120552
9810,48,215,020726,2,1500000US482150207262,482150207262,2,BG,3338135,0,-98.26436818,26.22787017
636,48,215,020802,1,1500000US482150208021,482150208021,1,BG,629443,0,-98.22883545,26.2367602
5105,48,215,020802,2,1500000US482150208022,482150208022,2,BG,611456,0,-98.22995124,26.23050703
304,48,215,020802,3,1500000US482150208023,482150208023,3,BG,536567,0,-98.23093565,26.22471971
13991,48,215,020802,4,1500000US482150208024,482150208024,4,BG,393299,0,-98.23207094,26.22021244
12006,48,215,020802,5,1500000US482150208025,482150208025,5,BG,1605081,0,-98.23791969,26.22979784
3984,48,215,020803,1,1500000US482150208031,482150208031,1,BG,686435,0,-98.22442773,26.25810103
4850,48,215,020803,2,1500000US482150208032,482150208032,2,BG,747632,0,-98.22484118,26.26461633
6753,48,215,020803,3,1500000US482150208033,482150208033,3,BG,1111153,0,-98.23241804,26.26230983
2260,48,215,020804,1,1500000US482150208041,482150208041,1,BG,1180024,0,-98.23395877,26.24865085
2851,48,215,020804,2,1500000US482150208042,482150208042,2,BG,556601,0,-98.22979126,26.24532056
4625,48,215,020804,3,1500000US482150208043,482150208043,3,BG,741289,0,-98.22498362,26.2469267
14695,48,215,020901,1,1500000US482150209011,482150209011,1,BG,2816509,0,-98.20523516,26.24439271
15336,48,215,020901,2,1500000US482150209012,482150209012,2,BG,1431288,0,-98.2182991,26.24593074
9453,48,215,020903,1,1500000US482150209031,482150209031,1,BG,358464,0,-98.22226674,26.22261578
15026,48,215,020903,2,1500000US482150209032,482150209032,2,BG,1773697,0,-98.21220011,26.21920162
10943,48,215,020903,3,1500000US482150209033,482150209033,3,BG,1404239,0,-98.20827303,26.22646561
10944,48,215,020904,1,1500000US482150209041,482150209041,1,BG,625636,0,-98.22051904,26.23548938
3491,48,215,020904,2,1500000US482150209042,482150209042,2,BG,1393151,0,-98.20703562,26.23362575
9997,48,215,020904,3,1500000US482150209043,482150209043,3,BG,807881,0,-98.22088489,26.22852724
3617,48,215,021000,1,1500000US482150210001,482150210001,1,BG,921911,11292,-98.21959079,26.2056294
3500,48,215,021000,2,1500000US482150210002,482150210002,2,BG,410912,0,-98.22717147,26.20711052
2852,48,215,021000,3,1500000US482150210003,482150210003,3,BG,497845,0,-98.22853028,26.21358884
6606,48,215,021000,4,1500000US482150210004,482150210004,4,BG,445100,0,-98.23389182,26.21549873
729,48,215,021000,5,1500000US482150210005,482150210005,5,BG,1799454,0,-98.20805963,26.20680829
5163,48,215,021000,6,1500000US482150210006,482150210006,6,BG,1129225,0,-98.2180044,26.21319468
5886,48,215,021100,1,1500000US482150211001,482150211001,1,BG,289095,0,-98.23352831,26.20983618
10945,48,215,021100,2,1500000US482150211002,482150211002,2,BG,1172485,0,-98.23474427,26.20256429
493,48,215,021100,3,1500000US482150211003,482150211003,3,BG,668418,0,-98.23629909,26.19335979
6346,48,215,021201,1,1500000US482150212011,482150212011,1,BG,828485,0,-98.20927534,26.19534301
10946,48,215,021201,2,1500000US482150212012,482150212012,2,BG,803207,0,-98.21789128,26.19675083
6442,48,215,021201,3,1500000US482150212013,482150212013,3,BG,888517,0,-98.22645114,26.19815679
5298,48,215,021201,4,1500000US482150212014,482150212014,4,BG,1038769,0,-98.22257632,26.19070325
7004,48,215,021202,1,1500000US482150212021,482150212021,1,BG,11624148,70418,-98.22189389,26.16393747
14562,48,215,021202,2,1500000US482150212022,482150212022,2,BG,1460836,0,-98.22932748,26.1814422
7166,48,215,021302,1,1500000US482150213021,482150213021,1,BG,1284121,0,-98.1870613,26.12583363
2247,48,215,021302,2,1500000US482150213022,482150213022,2,BG,1703561,0,-98.20523926,26.12807973
9656,48,215,021302,3,1500000US482150213023,482150213023,3,BG,20345728,0,-98.16904102,26.13399528
374,48,215,021303,1,1500000US482150213031,482150213031,1,BG,3315764,0,-98.20740568,26.11746029
12624,48,215,021303,2,1500000US482150213032,482150213032,2,BG,33739230,216640,-98.17806606,26.09444815
15704,48,215,021303,3,1500000US482150213033,482150213033,3,BG,977816,0,-98.18979677,26.11943922
5565,48,215,021304,1,1500000US482150213041,482150213041,1,BG,3779324,104125,-98.2665228,26.10283456
9649,48,215,021304,2,1500000US482150213042,482150213042,2,BG,15440485,623899,-98.23277314,26.08675404
9641,48,215,021305,1,1500000US482150213051,482150213051,1,BG,36918777,687017,-98.26563753,26.12831189
4509,48,215,021305,2,1500000US482150213052,482150213052,2,BG,1187649,42516,-98.23359685,26.10686208
4342,48,215,021305,3,1500000US482150213053,482150213053,3,BG,875196,0,-98.22605597,26.10152909
2855,48,215,021401,1,1500000US482150214011,482150214011,1,BG,792140,0,-98.17364321,26.18964408
7230,48,215,021401,2,1500000US482150214012,482150214012,2,BG,805057,0,-98.18401558,26.19125854
4184,48,215,021401,3,1500000US482150214013,482150214013,3,BG,879539,0,-98.19561462,26.19224353
231,48,215,021401,4,1500000US482150214014,482150214014,4,BG,1318771,0,-98.19924814,26.19998155
4185,48,215,021403,1,1500000US482150214031,482150214031,1,BG,1520685,0,-98.17606877,26.18196226
7275,48,215,021403,2,1500000US482150214032,482150214032,2,BG,1938501,0,-98.1798958,26.17381041
11824,48,215,021404,1,1500000US482150214041,482150214041,1,BG,3529455,0,-98.1822478,26.15869755
9657,48,215,021404,2,1500000US482150214042,482150214042,2,BG,7238079,0,-98.20074935,26.16285989
10951,48,215,021404,3,1500000US482150214043,482150214043,3,BG,2430149,58823,-98.19485139,26.18320642
13993,48,215,021500,1,1500000US482150215001,482150215001,1,BG,239350,0,-98.17233759,26.1968819
10952,48,215,021500,2,1500000US482150215002,482150215002,2,BG,516966,0,-98.17453206,26.19496009
4626,48,215,021500,3,1500000US482150215003,482150215003,3,BG,348829,0,-98.1841793,26.1972602
14159,48,215,021500,4,1500000US482150215004,482150215004,4,BG,365588,0,-98.19154125,26.19837555
4687,48,215,021600,1,1500000US482150216001,482150216001,1,BG,490936,0,-98.17056586,26.20026852
658,48,215,021600,2,1500000US482150216002,482150216002,2,BG,467951,0,-98.17881352,26.2013964
3023,48,215,021600,3,1500000US482150216003,482150216003,3,BG,682153,0,-98.18867667,26.2026902
2245,48,215,021701,1,1500000US482150217011,482150217011,1,BG,3234852,0,-98.18911198,26.22751016
9648,48,215,021701,2,1500000US482150217012,482150217012,2,BG,3222086,0,-98.18667108,26.24187881
315,48,215,021701,3,1500000US482150217013,482150217013,3,BG,1626826,0,-98.19090029,26.21666908
2248,48,215,021701,4,1500000US482150217014,482150217014,4,BG,1628440,0,-98.19197038,26.20946619
2259,48,215,021702,1,1500000US482150217021,482150217021,1,BG,719721,0,-98.16728579,26.22078521
4757,48,215,021702,2,1500000US482150217022,482150217022,2,BG,4799733,0,-98.16982807,26.23383758
480,48,215,021702,3,1500000US482150217023,482150217023,3,BG,2013432,0,-98.17467345,26.20954455
15127,48,215,021702,4,1500000US482150217024,482150217024,4,BG,712207,0,-98.16844644,26.21363139
3547,48,215,021803,1,1500000US482150218031,482150218031,1,BG,2464361,0,-98.14061139,26.19905781
